0.143053	-0.017556	1.000000
0.189347	0.093988	1.000000
-0.837250	0.016511	-1.000000
0.446187	-0.272567	-1.000000
-0.519630	0.452057	-1.000000
-0.455107	-0.538104	-1.000000
0.464105	0.468304	-1.000000
0.411781	0.286025	-1.000000
-0.378040	0.078780	1.000000
0.931202	-0.147567	-1.000000
0.725567	-0.228615	-1.000000
0.165880	0.151678	1.000000
0.090872	-0.076963	1.000000
0.518372	-0.315855	-1.000000
-0.280328	-0.340326	1.000000
-0.090459	0.053875	1.000000
-0.313505	0.096657	1.000000
0.169457	0.411170	1.000000
0.541589	-0.775814	-1.000000
-0.320505	-0.325711	1.000000
0.545268	0.689702	-1.000000
-0.069027	-0.820073	-1.000000
-0.037049	-0.140418	1.000000
0.214434	-0.073830	1.000000
0.788691	-0.206683	-1.000000
0.037754	-0.930743	-1.000000
-0.096295	-0.092836	1.000000
0.165926	-0.339159	1.000000
-0.780578	-0.107879	-1.000000
0.052484	0.684628	-1.000000
-0.565117	0.380814	-1.000000
-0.060665	0.393690	1.000000
-0.491521	0.288597	-1.000000
0.005905	-0.071133	1.000000
-0.344541	0.742160	-1.000000
0.274263	0.281731	1.000000
0.128569	-0.246117	1.000000
0.460691	-0.020165	1.000000
0.606985	0.565517	-1.000000
0.204829	0.498956	-1.000000
-0.509266	-0.178266	-1.000000
-0.194754	0.180811	1.000000
-0.009877	-0.100009	1.000000
-0.375465	0.765252	-1.000000
0.319877	0.075337	1.000000
-0.295279	0.600640	-1.000000
-0.523688	0.258315	-1.000000
-0.313116	0.521811	-1.000000
-0.079240	-0.080696	1.000000
-0.626978	0.574073	-1.000000
0.120453	-0.112298	1.000000
0.300894	0.870397	-1.000000
-0.017458	0.118593	1.000000
0.433336	0.013156	1.000000
-0.551948	-0.707937	-1.000000
-0.025881	0.032747	1.000000
0.799336	0.585308	-1.000000
-0.220548	0.745386	-1.000000
-0.878543	-0.232534	-1.000000
-0.309731	-0.890624	-1.000000
-0.365215	0.831208	-1.000000
-0.209056	0.034381	1.000000
0.040544	0.288365	1.000000
0.001148	0.951720	-1.000000
-0.333627	0.064584	1.000000
0.235484	-0.300495	1.000000
-0.170055	0.347785	1.000000
0.046921	0.224049	1.000000
0.182342	-0.822172	-1.000000
-0.001846	0.136454	1.000000
-0.080251	-0.101851	1.000000
-0.081465	0.030578	1.000000
-0.154726	-0.623259	-1.000000
-0.473551	0.617214	-1.000000
-0.001891	0.008532	1.000000
-0.052405	-0.034518	1.000000
-0.071961	0.052586	1.000000
-0.438068	-0.282874	-1.000000
-0.130117	0.917774	-1.000000
0.477324	-0.084740	1.000000
0.213479	0.107274	1.000000
0.007123	0.158459	1.000000
-0.511489	-0.047524	-1.000000
-0.580193	-0.215333	-1.000000
-0.457087	0.405173	-1.000000
-0.093356	0.110017	1.000000
0.070617	-0.198626	1.000000
-0.341003	-0.602559	-1.000000
0.827699	0.510907	-1.000000
-0.005846	0.001140	1.000000
-0.336571	0.270740	1.000000
0.274053	-0.207590	1.000000
0.816455	0.214375	-1.000000
0.004321	0.055758	1.000000
-0.244048	-0.106020	1.000000
-0.867329	0.063121	-1.000000
0.124641	0.705685	-1.000000
-0.348150	0.497811	-1.000000
0.227674	-0.536653	-1.000000
0.146856	0.157047	1.000000
